Start_date;End_date;Country;ISO;Location;Latitude;Longitude;Magnitude_value;Magnitude_scale;Disaster_type;Disaster_subtype;Associated_disaster;Associated_disaster2;Total_deaths;Total_affected;Total_damage;Insured_losses;Disaster_name;Disaster_No
19/01/2007;26/01/2007;Russian Federation (the);RUS;Novgorodskaya Oblast province;;;;Kph;Storm;Convective storm;--;--;0;0;0;0;;2007-0037
01/04/2010;20/08/2010;Russian Federation (the);RUS;Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Ivanovskaya Oblast, Kalmykiya Rep., Kaluzhskaya Oblast, Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Moskovskaya Oblast, Moskva, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Ryazanskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Smolenskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Tulskaya Oblast, Tverskaya Oblast, Ulyanovskaya Oblast, Vladimirskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast, Yaroslavskaya Oblast provinces;;;;Km2;Drought;Drought;Heat wave;Wildfire;0;0;1400000;0;;2010-9318
01/06/2012;31/08/2012;Russian Federation (the);RUS;Adygeya Rep., Astrakhanskaya Oblast, Bashkortostan Rep., Belgorodskaya Oblast, Bryanskaya Oblast, Chelyabinskaya Oblast, Kalmykiya Rep., Krasnodarskiy Kray, Kurskaya Oblast, Lipetskaya Oblast, Name Unknown, Orenburgskaya Oblast, Orlovskaya Oblast, Penzenskaya Oblast, Rostovskaya Oblast, Samarskaya Oblast, Saratovskaya Oblast, Stavropolskiy Kray, Tambovskaya Oblast, Ulyanovskaya Oblast, Volgogradskaya Oblast, Voronezhskaya Oblast provinces;;;;Km2;Drought;Drought;--;--;0;0;1140000;0;;2012-9395
15/02/2013;15/02/2013;Russian Federation (the);RUS;Chelyabinsk (Ural Region);;;;;Impact;--;--;--;0;301491;33000;0;;2013-0060
/07/2019;/08/2019;Russian Federation (the);RUS;Iakoutie, Krasnoïarsk, Irkoutsk (Siberia);;;;Km2;Wildfire;Forest fire;--;--;0;0;106000;0;;2019-0378
/12/1989;//1989;Rwanda;RWA;South, West of Kigali;;;;Km2;Drought;Drought;Crop failure;Famine;237;60000;0;0;;1989-9241
17/01/2002;17/01/2002;Rwanda;RWA;Gisenyi city (Rubavu district, West/Iburengerazuba province);-1.684;29.08;4.7;Richter;Earthquake;Ground movement;--;--;45;1643;0;0;;2002-0042
03/02/2008;03/02/2008;Rwanda;RWA;Cyangugu, Nyamasheke villages (Rusizi district, West/Iburengerazuba province);-2.296;28.9;5.9;Richter;Earthquake;Ground movement;--;--;36;643;0;0;;2008-0040
17/09/2017;17/09/2017;Rwanda;RWA;Rusizi, Nyamasheke, Huye,  Bugesera, Gicumbi, Ngoma, Kirehe, Rubavu, Nyabihu;;;;Kph;Storm;Convective storm;Flood;--;3;5874;0;0;;2017-0415
//1976;//1977;Rwanda;RWA;Widespread;;;;Km2;Drought;Drought;Famine;--;0;1700000;0;0;;1976-9196
/10/1984;//1984;Rwanda;RWA;;;;;Km2;Drought;Drought;Food shortage;--;0;420000;0;0;;1984-9151
/12/1996;//1997;Rwanda;RWA;Ginkongoro;;;;Km2;Drought;Drought;Food shortage;Famine;0;82000;0;0;;1996-9089
/11/1999;//2000;Rwanda;RWA;Umutura village (Rubavu district, West/Iburengerazuba province), Kibungo village (Ngoma district, East/Iburasirazuba province), Gitamara village (Muhanga district, South/Amajyepfo province), Butare village (Huye district, South/Amajyepfo province), Gikongoro village (Nyamagabe district, South/Amajyepfo province), Kigali City/Umujyi wa Kigali province;;;;Km2;Drought;Drought;Food shortage;--;0;894545;0;0;;1999-9388
/03/2003;//2007;Rwanda;RWA;Gatsibo, Nyagatare, Bugesera district (East/Iburasirazuba province), Kibungo city (Ngoma district, East/Iburasirazuba province), Gisagara, Huye, Nyanza, Nyamagabe, Nyaruguru, Kamonyi, Muhanga, Ruhango districts (South/Amajyepfo province);;;;Km2;Drought;Drought;--;--;0;1000000;0;0;;2003-9651
01/04/2017;01/04/2017;Rwanda;RWA;Gatsibo district (Eastern Province);;;;Kph;Storm;Convective storm;--;--;0;679;0;0;;2017-0087
28/11/2016;29/11/2016;Saudi Arabia;SAU;Qunfudah governorat (Makkah province);;;;Kph;Storm;Convective storm;Flood;--;3;122;50000;0;;2016-0481
/02/1982;/02/1982;Saudi Arabia;SAU;South regions;;;;Kph;Storm;Convective storm;--;--;0;0;0;0;;1982-0334
/07/2000;/07/2000;Serbia Montenegro;SCG;Subotica city (Severno-backi province), Belgrade city (Grad Beograd province), Leskovac city (Jablanicki province) (Serbia);;;42;°C;Extreme temperature ;Heat wave;--;--;3;70;0;0;;2000-0383
/01/2006;/01/2006;Serbia Montenegro;SCG;Andrijevica, Berane, Bijelo Polje, Borski, Branicevski, Grad Beograd, Jablanicki, Juzno-backi, Juzno-banatski, Kolubarski, Kosovski, Kosovsko-mitrovatski, Kosovsko-pomoravski, Macvanski, Moravicki, Nisavski, Pcinjski, Pecki, Pirotski, Plav, Podunavski, Pomoravski, Prizremski, Rasinski, Raski, Rozaj, Severno-backi, Severno-banatski, Srednje-banatski, Sremski, Sumadijski, Toplicki, Zajecarski, Zapadno-backi, Zlatiborski provinces (Serbia & Montenegro);;;-36;°C;Extreme temperature ;Severe winter conditions;--;--;3;0;0;0;;2005-0713
24/04/2002;24/04/2002;Serbia Montenegro;SCG;Gnjilane town (Kosovsko-pomoravski Province) (Serbia);42.436;21.466;5.7;Richter;Earthquake;Ground movement;--;--;1;100;0;0;;2002-0234
/08/2000;/08/2000;Serbia Montenegro;SCG;Mojkovac, Pljevlja, Pluzine, Savnik, Zabljak provinces (Durmitor Massif, Piva River and Tara River in Pluzine province), Danilovgrad, Berane provinces, Bar, Budva, Cetinje, Herceg Novi, Kotor, Tivat, Ulcinj provinces (Adriatic coast) (Montenegro);;;;Km2;Wildfire;Forest fire;--;--;0;12;0;0;;2000-0633
/01/2005;/03/2005;Serbia Montenegro;SCG;Tutin, Raska, Novi Pazar towns (Raski province), Prijepolje, Sjenica towns (Zlatiborski province), Savnik, Zabljak, Pluzine, Kolasin, Bijelo Polje, Cetinje, Niksic, Mojkovac, Berane, Rozaj, Pljevlja, Andrijevica, Plav, Bar provinces (Serbia);;;;Kph;Storm;Convective storm;Cold wave;--;0;8750;0;0;;2005-0045
/04/1983;//1985;Sudan (the);SDN;Northern Regions, Maban, Upper Nile Province (south east), Countrywide;;;;Km2;Drought;Drought;--;--;150000;8400000;0;0;;1983-9060
19/04/1998;19/04/1998;Sudan (the);SDN;;;;;Km2;Wildfire;Land fire (Brush, Bush, Pasture);--;--;47;0;0;0;;1998-0459
27/09/2002;27/09/2002;Sudan (the);SDN;Khartoum province;;;;Kph;Storm;Convective storm;--;--;33;0;0;0;;2002-0623
03/08/2011;03/08/2011;Sudan (the);SDN;Al Geneina district (Western Darfur province);;;;Kph;Storm;Convective storm;--;--;20;30;0;0;;2011-0637
13/08/2015;15/08/2015;Sudan (the);SDN;Wadi Halfa district (Northern province);;;47;°C;Extreme temperature ;Heat wave;--;--;16;0;0;0;;2015-0393
01/08/1993;01/08/1993;Sudan (the);SDN;Khartoum;15.385 N;31.690 E;6.2;Richter;Earthquake;Ground movement;--;--;3;15;0;0;;1993-0056
/06/1980;//1980;Sudan (the);SDN;;;;;Km2;Drought;Drought;Food shortage;Crop failure;0;0;0;0;;1980-9005
/10/1987;//1987;Sudan (the);SDN; Kordofan, Darfur;;;;Km2;Drought;Drought;--;--;0;3450000;0;0;;1987-9174
20/05/1990;20/05/1990;Sudan (the);SDN;Juba, Mayo Area;5.041 N;32.109 E;6.8;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;0;8000;0;0;;1990-0033
//1990;//1990;Sudan (the);SDN;Bar El Ghazal Province;;;;Km2;Drought;Drought;--;--;0;600000;0;0;;1990-9289
/10/1991;//1992;Sudan (the);SDN;West, Central, Eastern, Northern and South regions;;;;Km2;Drought;Drought;--;--;0;8600000;0;0;;1991-9686
/12/1996;//1996;Sudan (the);SDN;Beja (Red Sea state);;;;Km2;Drought;Drought;--;--;0;160000;0;0;;1996-9220
/01/2000;//2001;Sudan (the);SDN;Northern Darfur, Northern Kordofan, Red Sea provinces;;;;Km2;Drought;Drought;Food shortage;Water shortage;0;2000000;0;0;;1999-9388
//2012;//2012;Sudan (the);SDN;Abyei district (Southern Kordofan province);;;;Km2;Drought;Drought;Food shortage;--;0;3200000;0;0;;2011-9663
/08/2015;/08/2015;Sudan (the);SDN;Southern Kordofan, Blue Nile provinces;;;;Km2;Drought;Drought;Food shortage;--;0;800000;0;0;;2015-9373
21/08/1999;21/08/1999;Senegal;SEN;Casamance;;;;Kph;Storm;Convective storm;--;--;165;0;0;0;;1999-0292
/08/1999;/08/1999;Senegal;SEN;Kaolack, Thies & Ziguinchor;;;;Kph;Storm;Convective storm;--;--;22;95853;0;0;;1999-0303
25/05/2004;25/05/2004;Senegal;SEN;Médina Gounass area (Velingara district, Kolda province);;;;Kph;Storm;--;--;--;2;1000;0;0;;2004-0233
//1910;//1914;Senegal;SEN;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1910-9006
//1940;//1944;Senegal;SEN;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1940-9002
//1966;//1967;Senegal;SEN;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1966-9005
/01/1969;//1975;Senegal;SEN;Casamance;;;;Km2;Drought;Drought;Famine;--;0;1400000;74800;0;;1969-9006
//1977;//1978;Senegal;SEN;Countrywide;;;;Km2;Drought;Drought;--;--;0;3715000;300000;0;;1976-9152
//1979;//1980;Senegal;SEN;Louga, Senegal Oriental;;;;Km2;Drought;Drought;--;--;0;950000;0;0;;1979-9122
//1982;//1985;Senegal;SEN;;;;;Km2;Drought;Drought;--;--;0;1200000;0;0;;1980-9114
/08/2002;//2002;Senegal;SEN;NO DATA: all country was selected: Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Kedougou, Kolda, Louga, Matam, Saint Louis, Sedhiou, Tambacounda, Thies, Ziguinchor provinces;;;;Km2;Drought;Drought;--;--;0;284000;0;0;;2002-9487
/12/2011;//2013;Senegal;SEN;Kaffrine, Kedougou, Tambacounda, Saint-Louis, Matam, Diourbel, Kolda, Kaolack, Fatick provinces, Louga, Linguere districts (Louga province);;;;Km2;Drought;Drought;Food shortage;--;0;850000;0;0;;2011-9560
/09/2014;/04/2015;Senegal;SEN;Kanel district (Matam province), Podor district (Saint Louis province), Fatick district (Fatick province), Goudomp district (Sedhiou province);;;;Km2;Drought;Drought;Food shortage;--;0;639702;0;0;;2014-9573
23/05/2001;23/05/2001;Saint Helena, Ascension and Tristan da Cunha;SHN;Tristan Da Cunha province;;;190;Kph;Storm;--;--;--;0;300;0;0;;2001-0344
//1956;//1956;Solomon Islands;SLB;Tikopia;;;;Kph;Storm;Tropical cyclone;--;--;200;0;0;0;;1956-0024
21/07/1975;21/07/1975;Solomon Islands;SLB;Torkina;;;;Richter;Earthquake;Tsunami;--;--;200;0;0;0;;1975-0043
19/05/1986;19/05/1986;Solomon Islands;SLB;Malaita, Guadalcanal, Ulawa, Makira, Rennell, Bellona Islands;;;;Kph;Storm;Tropical cyclone;--;--;101;150000;20000;0;Namu;1986-0065
01/04/2007;01/04/2007;Solomon Islands;SLB;Administrative unit not available;-8.466;157.043;8.1;Richter;Earthquake;Tsunami;Slide (land, mud, snow, rock);Tsunami/Tidal wave;52;2384;0;0;;2007-0127
04/10/1931;04/10/1931;Solomon Islands;SLB;San Cristobal isl.;11.117;161.11;7.9;Richter;Earthquake;Tsunami;--;--;50;0;0;0;;1931-0011
21/04/1977;21/04/1977;Solomon Islands;SLB;Guadalcanal, Honiara;9.97 N;160.73 E;7.5;Richter;Earthquake;Ground movement;Tsunami/Tidal wave;Slide (land, mud, snow, rock);34;1001;0;0;;1977-0059
11/11/1967;11/11/1967;Solomon Islands;SLB;Western Islands;;;;Kph;Storm;Tropical cyclone;--;--;12;0;0;0;Annie;1967-0072
06/02/2013;06/02/2013;Solomon Islands;SLB;Santa Cruz islands (Temotu (Adminitrative unit not available) province);-10.799;165.114;8;Richter;Earthquake;Tsunami;Tsunami/Tidal wave;--;10;3329;2000;0;;2013-0029
05/07/2015;06/07/2015;Solomon Islands;SLB;Solomon Islands province;;;;Kph;Storm;Tropical cyclone;--;--;9;400;2000;0;Tropical cylone Raquel;2015-0281
04/01/1993;04/01/1993;Solomon Islands;SLB;Rennell, Bellona, Temotu, Makira, Malaita, Guadacanal;;;130;Kph;Storm;Tropical cyclone;--;--;4;88500;0;0;Nina;1993-0007
14/11/1966;14/11/1966;Solomon Islands;SLB;Malaita, Guadalcanal;;;;Kph;Storm;Tropical cyclone;--;--;3;1000;0;0;Angela;1966-0088
18/02/1979;18/02/1979;Solomon Islands;SLB;East, South Isl.;;;;Kph;Storm;Tropical cyclone;--;--;2;6000;0;0;Kerry;1979-0026
11/12/1968;11/12/1968;Solomon Islands;SLB;Central Islands;;;;Kph;Storm;Tropical cyclone;--;--;1;200;0;0;Becky;1968-0085
10/08/1988;10/08/1988;Solomon Islands;SLB;Southwestern coast San Cristobal;-10.199;160.855;6.6;Richter;Earthquake;Ground movement;--;--;1;500;0;0;;1988-0675
//1971;//1971;Solomon Islands;SLB;Santa Cruz;;;;;Volcanic activity;Ash fall;--;--;0;6000;0;0;Tinakula;1971-0008
/04/1982;/04/1982;Solomon Islands;SLB;;;;;Kph;Storm;Tropical cyclone;--;--;0;30000;0;0;Bernie;1982-0044
14/03/1985;14/03/1985;Solomon Islands;SLB;Utupia, Vanikolo, Tikopia Isl.;;;;Kph;Storm;Tropical cyclone;--;--;0;650;0;0;Hina;1985-0043
//1992;//1992;Solomon Islands;SLB;Tikopia;;;;Kph;Storm;--;--;--;0;0;0;0;;1992-0506
/11/1997;//1997;Solomon Islands;SLB;Choiseul, Isabel, Western, Central  provinces;;;;Km2;Drought;Drought;Water shortage;--;0;0;0;0;;1997-9300
/08/1998;//1998;Solomon Islands;SLB;Basakana Island;;;1;Km2;Drought;Drought;--;--;0;380;0;0;;1998-9223
28/12/2002;29/12/2002;Solomon Islands;SLB;Tikopia, Fataka, Anuta islands (Temotu area, Solomon Islands province);;;340;Kph;Storm;Tropical cyclone;Surge;--;0;1110;0;0;Zoe;2002-0811
26/01/2003;28/01/2003;Solomon Islands;SLB;Rennell, Bellona islands (Solomon Islands province);;;110;Kph;Storm;Tropical cyclone;--;--;0;275;0;0;Beni;2003-0057
05/06/2003;05/06/2003;Solomon Islands;SLB;Faea, Ravenga areas (Tikopia island, Solomon Islands province);;;111;Kph;Storm;Tropical cyclone;Slide (land, mud, snow, rock);--;0;150;0;0;Gina;2003-0314
03/01/2010;03/01/2010;Solomon Islands;SLB;Administrative unit not available;-8.783;157.354;7.1;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);Tsunami/Tidal wave;0;1126;0;0;;2010-0003
15/03/2010;15/03/2010;Solomon Islands;SLB;Isabel, Malaita, Guadalcanal, Temotu, Makira/Uluawa, Rennel/Bellona areas (Solomon Islands province);;;;Kph;Storm;Tropical cyclone;Flood;Surge;0;590;0;0;"Cyclone ""Ului""";2010-0120
02/02/2011;02/02/2011;Solomon Islands;SLB;Solomon Islands province;;;;Kph;Storm;Tropical cyclone;Flood;--;0;0;0;0;"Tropical Cyclone ""Yasi""";2011-0070
06/03/2015;06/03/2015;Solomon Islands;SLB;Temotu, Malaita areas (Solomon Islands province);;;;Kph;Storm;Tropical cyclone;Flood;--;0;44096;0;0;Cyclone 'Pam';2015-0093
//2015;/12/2015;Solomon Islands;SLB;Bellona, Rennell, Makira;;;;Km2;Drought;Drought;--;--;0;0;0;0;;2015-9483
08/12/2016;08/12/2016;Solomon Islands;SLB;Malaita, Makira-Ulawa, Temotu provinces;-10.676;161.33;7.8;Richter;Earthquake;Ground movement;Tsunami/Tidal wave;--;0;9770;0;0;;2016-0483
29/12/2018;29/12/2018;Solomon Islands;SLB;Malaita, Western, Guadalcana, Isabel, Makita provinces;;;;Kph;Storm;Tropical cyclone;Flood;--;0;1000;0;0;Tropical cyclone 'Penny';2018-0469
26/07/1984;26/07/1984;Sierra Leone;SLE;South coast;;;;Kph;Storm;--;--;--;60;0;0;0;;1984-0153
/06/1999;/06/1999;Sierra Leone;SLE;;;;;Kph;Storm;--;--;--;13;3;0;0;;1999-0296
21/06/1975;21/06/1975;Sierra Leone;SLE;Atlantic coast;;;;Kph;Storm;--;--;--;1;10000;3600;0;;1975-0034
02/01/2013;28/01/2013;Sierra Leone;SLE;"Blama Gbani community (Bo district, Southern province); Tiama community (Moyamba district, Southern province); Bompilia community (Bonthe district, Southern province); Rogbenk community (Port Loko district, Northern); Pujehun district (Southern province)
";;;;Km2;Wildfire;--;--;--;0;2257;0;0;;2013-0030
08/06/1934;08/06/1934;El Salvador;SLV;;;;;Kph;Storm;Tropical cyclone;--;--;2000;0;0;0;;1934-0007
06/05/1951;06/05/1951;El Salvador;SLV;Jucuapa, Chinameca;13.3;-87.8;6.5;Richter;Earthquake;Ground movement;--;--;1100;0;23000;0;;1951-0012
10/10/1986;10/10/1986;El Salvador;SLV; San Salvador;13.40 N;89.10 W;7.5;Richter;Earthquake;Ground movement;--;--;1100;770000;1500000;225000;;1986-0123
13/01/2001;13/01/2001;El Salvador;SLV;"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) ; San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces";13.049;-88.66;7.7;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;844;1334529;1500000;290000;;2001-0013
25/10/1998;01/11/1998;El Salvador;SLV;;;;270;Kph;Storm;Tropical cyclone;--;--;475;84000;388100;0;Mitch;1998-0343
19/12/1936;19/12/1936;El Salvador;SLV;San Vicente;13.2;-88.7;;Richter;Earthquake;Ground movement;--;--;400;0;0;0;;1936-0034
13/02/2001;13/02/2001;El Salvador;SLV;"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces ; San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)";13.671;-88.938;6.6;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;315;256021;348500;0;;2001-0042
07/11/2009;09/11/2009;El Salvador;SLV;San Vicente, San Salvador, Cabanas, Cuscatlan, La Paz, La Libertad, Usulutan provinces;13.77;-89;;Kph;Storm;Tropical cyclone;Flood;Slide (land, mud, snow, rock);275;90000;939000;0;"Hurricane ""Ida""";2009-0477
03/05/1965;03/05/1965;El Salvador;SLV;San Salvador;13.40 N;89.10 W;;Richter;Earthquake;Ground movement;--;--;125;139720;35000;0;;1965-0025
01/10/2005;13/10/2005;El Salvador;SLV;San Salvador, San Marcos districts (San Salvador province), La Libertad, Santa Tecla districts (La Libertad province), Lourdes city (Colon district, La Libertad province), Chaparral village (Chilanga district, Morazan province), Ateos city (Sacacoyo district, La Libertad province), El Chaparral area (Ciudad Barrios district, San Miguel province);;;;Kph;Storm;Tropical cyclone;Slide (land, mud, snow, rock);--;69;72141;355700;0;Stan;2005-0567
19/06/1982;19/06/1982;El Salvador;SLV;;13.313;-89.339;6.2;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;20;32500;0;0;;1982-0081
26/07/1996;26/07/1996;El Salvador;SLV;Coast;;;126;Kph;Storm;Tropical cyclone;--;--;12;0;10;0;Cesar and Douglas;1996-0172
02/05/2015;04/05/2015;El Salvador;SLV;Ahuachapan, Sonsonate, La Libertad, La Paz, San Vicente, Usulutan, La Union provinces;;;;Kph;Storm;Convective storm;--;--;12;20000;0;0;;2015-0198
29/05/2010;01/06/2010;El Salvador;SLV;San Salvador, Sonsonate, Ahuachapan, La Libertad provinces;;;;Kph;Storm;Tropical cyclone;Flood;Slide (land, mud, snow, rock);10;11520;20000;0;Hurricane Agatha;2010-0211
05/10/2017;06/10/2017;El Salvador;SLV;Chalatenango, La Libertad ;;;;Kph;Storm;Tropical cyclone;Slide (land, mud, snow, rock);--;10;584;0;0;Tropical depression'16/Hurricane 'Nate';2017-0410
27/06/2010;27/06/2010;El Salvador;SLV;San Miguel province;;;;Kph;Storm;Tropical cyclone;Rain;--;6;500;0;0;"Tropical storm ""Alex""";2010-0260
09/06/1997;09/06/1997;El Salvador;SLV;;;;;Kph;Storm;Tropical cyclone;--;--;4;2000;0;0;Andres;1997-0126
04/09/1969;04/09/1969;El Salvador;SLV;Rio Lempa, South West Coast;;;;Kph;Storm;Tropical cyclone;--;--;2;4640;1600;0;Francelia;1969-0090
01/10/2005;01/10/2005;El Salvador;SLV;Juayua, Nahuizalco districts (Sonsonate province), Santa Ana district (Santa Ana province), San Francisco Menendez, Ahuachapan districts (Ahuachapan province);13.852846;-89.63;;;Volcanic activity;Ash fall;--;--;2;2000;0;0;Santa Ana (Ilamatepec);2005-0570
01/10/2000;01/10/2000;El Salvador;SLV;Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces;;;;Kph;Storm;Tropical cyclone;--;--;1;100;0;0;Keith;2000-0645
05/05/2005;05/05/2005;El Salvador;SLV;Apaneca district (Ahuachapan province), Juayua district (Sonsonate province);;;4.9;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;1;751;0;0;;2005-0240
/11/2006;/11/2006;El Salvador;SLV;Santa Tecla district (La Libertad province);;;;°C;Extreme temperature ;Cold wave;--;--;1;0;0;0;;2006-0709
25/09/2010;25/09/2010;El Salvador;SLV;Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces;;;;Kph;Storm;Tropical cyclone;--;--;1;0;0;0;Tropical storm Matthew;2010-0503
30/05/2019;30/05/2019;El Salvador;SLV;San Martín municipality (San Salvador Department);13.243;-89.272;6.6;Richter;Earthquake;Ground movement;Slide (land, mud, snow, rock);--;1;160;0;0;;2019-0233
/07/1982;//1982;El Salvador;SLV;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1982-9286
/07/1994;/09/1994;El Salvador;SLV;;;;;Km2;Drought;Drought;--;--;0;0;1000;0;;1994-9162
/05/1998;//1998;El Salvador;SLV;;;;;Km2;Drought;Drought;--;--;0;0;170000;0;;1998-9216
/05/2001;//2001;El Salvador;SLV;Usulutan, San Miguel, Morazan, La Union provinces;;;450;Km2;Drought;Drought;--;--;0;400000;22400;0;;2001-9383
21/09/2002;21/09/2002;El Salvador;SLV;Ahuachapan province;;;0;Kph;Storm;Tropical cyclone;--;--;0;500;0;0;Isidore;2002-0851
19/05/2005;19/05/2005;El Salvador;SLV;Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces;;;;Kph;Storm;Tropical cyclone;--;--;0;0;0;0;Adrian;2005-0732
17/12/2006;17/12/2006;El Salvador;SLV;San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province);;;;Richter;Earthquake;Ground movement;--;--;0;16470;0;0;;2006-0699
04/09/2007;04/09/2007;El Salvador;SLV;Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces;;;;Kph;Storm;Tropical cyclone;Flood;--;0;2800;0;0;Felix;2007-0439
12//2009;//2009;El Salvador;SLV;Ahuachapan, Cabanas, Chalatenango, Cuscatlan, La Libertad, La Paz, La Union, Morazan, San Miguel, San Salvador, San Vicente, Santa Ana, Sonsonate, Usulutan provinces;;;;Km2;Drought;Drought;--;--;0;0;27000;0;;2009-9415
29/12/2013;29/12/2013;El Salvador;SLV;Chinameca, San Joge, El Transito, San Rafael de Oriente districts (San Miguel province);;;;;Volcanic activity;Ash fall;--;--;0;63079;0;0;Chaparrastique Volcano;2013-0543
/04/2015;/12/2016;El Salvador;SLV;La Union, San Miguel, Morazan, Usulutan, Ahuachapan, Sonsonate, Santa Ana, Chalatenango provinces;;;;Km2;Drought;Drought;--;--;0;700000;100000;0;;2014-9580
06/05/2018;06/05/2018;El Salvador;SLV;"Intipuca (La Union); Chirilagua (San Miguel)";13.095;-88.099;5.6;Richter;Earthquake;Ground movement;--;--;0;2499;0;0;;2018-0321
/06/2018;/03/2019;El Salvador;SLV;San Vicente, Usulutan and San Miguel zones;;;;Km2;Drought;Drought;Heat wave;--;0;386610;37000;0;;2018-9277
/02/2010;/11/2011;Somalia;SOM;Bakool, Shabelle Hoose, Shabelle Dhexe, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal, Bari, Nugaal province;;;;Km2;Drought;Drought;Famine;--;20000;4000000;0;0;;2010-9082
/12/1974;//1976;Somalia;SOM;North West to Central areas;;;;Km2;Drought;Drought;Famine;--;19000;230000;0;0;;1973-9005
/04/1987;//1987;Somalia;SOM;Togdheer, Sol, Sannag, Bari, Nugall, Mudug, Galguduud, Hiraan, Bakool, Shabeellaha, Gedo;;;;Km2;Drought;Drought;--;--;600;500000;0;0;;1987-9014
26/12/2004;26/12/2004;Somalia;SOM;Hafun village (Iskushuban district, Bari province), Garacad village (Jariiban district, Mudug province), Eyl district (Nugaal province), Marka, Baraawe districts (Shabelle Hoose province);3.295;95.982;9.1;Richter;Earthquake;Tsunami;--;--;298;105083;100000;0;;2004-0659
08/11/2013;19/11/2013;Somalia;SOM;Bandarbeyla, Caluula, Qandala, Qardho, Iskushuban districts (Baria province), Eyl, Garoowe districts (Nugaal province);21.68;57.43;;Kph;Storm;Tropical cyclone;Flood;Surge;162;142380;2000;0;Cyclone 3A;2013-0438
21/05/2018;21/05/2018;Somalia;SOM;Somaliland, Puntland;;;;Kph;Storm;Tropical cyclone;Flood;--;53;228000;0;0;Cyclone 'Sagar';2018-0145
/12/1964;//1964;Somalia;SOM;Nationwide, Galciao;;;;Km2;Drought;Drought;--;--;50;700000;0;0;;1964-9066
/11/1994;/11/1994;Somalia;SOM;Northern;;;;Kph;Storm;Tropical cyclone;--;--;30;0;0;0;;1994-0631
/01/2000;//2001;Somalia;SOM;"Ceel Barde, Rab Dhuure, Tayeeglow, Xudur districts (Bakool province), Garbahaarey, Baardheere districts (Gedo province), Bay, Hiraan provinces
";;;;Km2;Drought;Drought;Food shortage;--;21;1200000;0;0;;1999-9388
//2005;//2005;Somalia;SOM;Gedo, Bakool, Bay, Hiraan, Juba Hoose, Juba Dhexe provinces;;;;Km2;Drought;Drought;Food shortage;--;2;0;0;0;;2005-9722
/09/1969;//1969;Somalia;SOM;East Burao, North Mudugh;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1969-9009
/01/1980;//1980;Somalia;SOM;;;;;Km2;Drought;Drought;--;--;0;0;0;0;;1980-9005
/06/1983;//1983;Somalia;SOM;North-West area;;;;Km2;Drought;Drought;Water shortage;Crop failure;0;0;0;0;;1983-9060
//1988;//1988;Somalia;SOM;Awdal, Gedo regions;;;;Km2;Drought;Drought;--;--;0;53500;0;0;;1988-9008
